citation,doi,doi_num,citations,date.of.entry,type,journal,year_pdf,year_issue,participants_count,group_identifier,evolution_word,culture_word,universal_word,ppt_age_absolute,ppt_age_m_sd,multi_study_paper,countries,countries_info_given,crosscultural,culture_ppt_n,older_ppt
NA,10.1111/cdev.12503,12503,5,13.09.2022,research article,Child Development,2016,"2016, 3",515,yes,no,yes,no,"3,4,5,6,7,8,9,10",NA,yes,"mexico,switzerland,usa",yes,yes,"69,39,31",no
NA,10.1111/cdev.12527,12527,11,13.09.2022,research article,Child Development,2016,"2016, 3",646,no,no,no,no,"3,4,5",NA,yes,usa,no,no,264,no
NA,10.1111/cdev.12504,12504,12,13.09.2022,research article,Child Development,2016,"2016, 3",485,yes,yes,yes,yes,"3,4,5,6",NA,yes,australia,yes,yes,"26,74",no
NA,10.1111/cdev.12529,12529,16,13.09.2022,research article,Child Development,2016,"2016, 3",182,no,yes,yes,no,"2,3,4,5,6,7",NA,yes,canada,yes,no,161,no
NA,10.1111/cdev.12495,12495,23,13.09.2022,research article,Child Development,2016,"2016, 3",310,yes,yes,yes,no,"4,5,6,7,8,9",NA,no,"ecuador,usa",yes,yes,"67,69",no
NA,10.1111/cdev.12496,12496,40,13.09.2022,research article,Child Development,2016,"2016, 3",546,yes,yes,yes,yes,"4,5,6,7,8,9,10",NA,no,central african republic,yes,yes,"27,26",yes
NA,10.1111/cdev.12497,12497,12,13.09.2022,research article,Child Development,2016,"2016, 3",288,yes,yes,yes,no,"4,5,6",NA,no,"peru,usa",yes,yes,"34,40",no
NA,10.1111/cdev.12500,12500,14,13.09.2022,research article,Child Development,2016,"2016, 3",330,yes,no,yes,yes,0,NA,no,"china,sweden",yes,yes,"28,28",no
NA,10.1111/cdev.12502,12502,29,13.09.2022,research article,Child Development,2016,"2016, 3",668,yes,no,yes,yes,"2,3",NA,yes,"usa,mexico",yes,yes,"107,36",no
NA,10.1111/cdev.12525,12525,11,13.09.2022,research article,Child Development,2016,"2016, 3",341,yes,yes,yes,no,1,NA,no,"germany,india",yes,yes,"35,28",no
NA,10.1111/cdev.12501,12501,24,13.09.2022,research article,Child Development,2016,"2016, 3",1188,yes,yes,yes,yes,0,NA,no,"fiji,kenya,usa",yes,yes,"26,16,24",no
NA,10.1111/cdev.12494,12494,30,13.09.2022,research article,Child Development,2016,"2016, 3",194,yes,no,yes,no,"7,8,9,10",NA,yes,"canada,china",yes,yes,102200,yes
NA,10.1111/cdev.12505,12505,14,13.09.2022,research article,Child Development,2016,"2016, 3",637,yes,no,yes,no,"5,6,7,8,9,10",NA,yes,"germany,kenya",yes,yes,"118, 118, 100",no
NA,10.1111/cdev.12528,12528,12,13.09.2022,research article,Child Development,2016,"2016, 3",316,yes,no,yes,yes,"3,4,5,6",NA,yes,"china,usa",yes,yes,"86,67",no
NA,10.1111/cdev.12541,12541,5,13.09.2022,research article,Child Development,2016,"2016, 4",411,yes,no,no,no,"3,4,5",NA,no,usa,yes,no,310,no
NA,10.1111/cdev.12538,12538,51,13.09.2022,research article,Child Development,2016,"2016, 4",463,yes,no,no,no,"4,5,6",NA,no,canada,yes,yes,"25, 37",no
NA,10.1111/cdev.12537,12537,34,13.09.2022,research article,Child Development,2016,"2016, 4",90,no,no,no,no,"6,10",NA,no,france,yes,no,53,no
NA,10.1111/cdev.12530,12530,21,13.09.2022,research article,Child Development,2016,"2016, 4",482,yes,no,yes,no,"1,2,3,4,5,6",NA,no,usa,yes,no,208,no
NA,10.1111/cdev.12532,12532,10,13.09.2022,research article,Child Development,2016,"2016, 4",568,no,no,yes,no,"1,2",NA,yes,germany,yes,no,155,no
NA,10.1111/cdev.12533,12533,43,13.09.2022,research article,Child Development,2016,"2016, 4",207,no,no,no,no,"0,1,2,4,5",NA,no,germany,yes,no,77,no
NA,10.1111/cdev.12535,12535,21,13.09.2022,research article,Child Development,2016,"2016, 4",212,no,no,no,no,NA,"68.56, 4.96",no,usa,no,no,19162,yes
NA,10.1111/cdev.12534,12534,16,13.09.2022,research article,Child Development,2016,"2016, 4",164,no,no,no,no,3,NA,yes,germany,yes,no,96,no
NA,10.1111/cdev.12536,12536,78,13.09.2022,research article,Child Development,2016,"2016, 4",405,yes,no,yes,no,NA,"10.49, 0.67",no,germany,yes,yes,386,yes
NA,10.1111/cdev.12518,12518,81,13.09.2022,research article,Child Development,2016,"2016, 4",540,no,no,no,no,"0,2",NA,no,usa,yes,no,352,no
NA,10.1111/cdev.12515,12515,28,13.09.2022,research article,Child Development,2016,"2016, 4",406,no,no,yes,no,"5,6,7,8,9,10",NA,no,india,yes,no,204,no
NA,10.1111/cdev.12513,12513,46,13.09.2022,research article,Child Development,2016,"2016, 4",404,yes,yes,yes,yes,"0,1",NA,yes,"usa,vanuatu",yes,yes,"96, 100",no
NA,10.1111/cdev.12531,12531,10,13.09.2022,research article,Child Development,2016,"2016, 4",99,no,no,no,no,1,NA,no,uk,yes,no,29,no
NA,10.1111/cdev.12522,12522,5,13.09.2022,research article,Child Development,2016,"2016, 4",162,no,no,no,yes,"5,6,7",NA,no,usa,yes,no,65,no
NA,10.1111/cdev.12516,12516,20,13.09.2022,research article,Child Development,2016,"2016, 4",273,yes,no,yes,yes,6,NA,no,"cameroon,germany",yes,yes,"31, 32",no
NA,10.1111/cdev.12551,12551,81,13.09.2022,research article,Child Development,2016,"2016, 5",542,no,no,yes,no,"2,4,5",NA,no,usa,yes,no,6000,no
NA,10.1111/cdev.12552,12552,6,13.09.2022,research article,Child Development,2016,"2016, 5",148,no,no,no,no,"6,7,8,9,10",NA,no,usa,yes,no,79,yes
NA,10.1111/cdev.12543,12543,45,13.09.2022,research article,Child Development,2016,"2016, 5",114,no,no,no,no,0,NA,no,usa,yes,no,48,no
NA,10.1111/cdev.12548,12548,38,13.09.2022,research article,Child Development,2016,"2016, 5",306,yes,no,no,no,"6,7",NA,no,usa,no,no,1164,no
NA,10.1111/cdev.12540,12540,2,13.09.2022,research article,Child Development,2016,"2016, 5",151,yes,no,no,no,"4,5,6",NA,no,singapore,yes,no,81,no
NA,10.1111/cdev.12546,12546,57,13.09.2022,research article,Child Development,2016,"2016, 5",211,yes,no,no,no,"6,8",NA,no,norway,yes,no,797,no
NA,10.1111/cdev.12553,12553,14,13.09.2022,research article,Child Development,2016,"2016, 5",218,yes,no,yes,no,"4,5",NA,yes,usa,yes,yes,"30, 16,16",no
NA,10.1111/cdev.12599,12599,11,13.09.2022,research article,Child Development,2016,"2016, 5",301,yes,no,no,no,"8,9,10",NA,no,palestine,yes,no,200,yes
NA,10.1111/cdev.12597,12597,19,13.09.2022,research article,Child Development,2016,"2016, 5",450,yes,no,yes,no,NA,"10.75, 0.98; 10.49, 0.96",yes,netherlands,yes,yes,"362, 72",yes
NA,10.1111/cdev.12608,12608,43,13.09.2022,research article,Child Development,2016,"2016, 5",585,yes,no,yes,no,10,NA,yes,"chile,usa",yes,yes,"117, 203",yes
NA,10.1111/cdev.12596,12596,17,13.09.2022,research article,Child Development,2016,"2016, 5",387,no,no,no,no,NA,"7.15,0.51; 9.10, 0.66; 8.38, 0.59; 10.30, 0.46",no,usa,yes,no,412,no
NA,10.1111/cdev.12592,12592,51,13.09.2022,research article,Child Development,2016,"2016, 5",233,yes,no,yes,no,NA,"4,5,6,7,8,9,10",no,usa,yes,yes,"60,60",yes
NA,10.1111/cdev.12550,12550,24,13.09.2022,research article,Child Development,2016,"2016, 6",428,no,yes,yes,no,"5,6,7",NA,no,portugal,yes,no,46,no
NA,10.1111/cdev.12566,12566,55,13.09.2022,research article,Child Development,2016,"2016, 6",352,no,no,yes,no,"8,9,10",NA,yes,germany,yes,no,950,no
NA,10.1111/cdev.12563,12563,24,13.09.2022,research article,Child Development,2016,"2016, 6",169,no,yes,no,no,"3,4,5",NA,yes,usa,yes,no,194,no
NA,10.1111/cdev.12561,12561,18,13.09.2022,research article,Child Development,2016,"2016, 6",0,no,no,yes,no,"3,4,5",NA,no,usa,yes,no,1574,no
NA,10.1111/cdev.12569,12569,72,13.09.2022,research article,Child Development,2016,"2016, 6",296,no,no,no,no,"3,4,5,6,7",NA,no,usa,yes,no,198,no
NA,10.1111/cdev.12554,12554,39,13.09.2022,research article,Child Development,2016,"2016, 6",200,yes,yes,no,no,2,NA,no,usa,yes,no,32,no
NA,10.1111/cdev.12557,12557,22,13.09.2022,research article,Child Development,2016,"2016, 6",267,yes,yes,no,no,8,NA,no,cyprus,yes,no,90,yes
NA,10.1111/cdev.12559,12559,22,13.09.2022,research article,Child Development,2016,"2016, 6",488,no,no,no,no,"1,2",NA,yes,usa,yes,no,80,no
NA,10.1111/cdev.12558,12558,16,13.09.2022,research article,Child Development,2016,"2016, 6",211,no,no,yes,no,10,NA,no,france,yes,no,49,no
NA,10.1111/cdev.12570,12570,38,13.09.2022,research article,Child Development,2016,"2016, 6",358,no,yes,yes,no,NA,"5,6,7,8,9,10",no,usa,no,no,852,no
NA,10.1111/cdev.12632,12632,40,13.09.2022,research article,Child Development,2016,"2016, 6",158,no,no,no,no,NA,"6.1, 0.19; 9.18, 0.61",no,switzerland,yes,no,175,yes
NA,10.1111/cdev.12628,12628,53,13.09.2022,research article,Child Development,2016,"2016, 6",136,no,no,no,no,"1,2,3",NA,no,germany,yes,no,126,no
NA,10.1111/cdev.12634,12634,47,13.09.2022,research article,Child Development,2016,"2016, 6",293,yes,no,yes,no,"9,10",NA,no,usa,yes,no,375,yes
NA,10.1111/cdev.12635,12635,58,13.09.2022,research article,Child Development,2016,"2016, 6",133,yes,yes,yes,yes,"3,4,5,6,7,8,9",NA,no,china,yes,no,122,no
NA,10.1111/cdev.12637,12637,11,13.09.2022,research article,Child Development,2016,"2016, 6",175,no,no,no,no,5,NA,yes,usa,yes,no,100,no
NA,10.1111/cdev.12636,12636,42,13.09.2022,research article,Child Development,2016,"2016, 6",722,yes,yes,yes, no,"1,2",NA,no,"brazil,germany",yes,yes,"34,35,38",no
NA,10.1111/cdev.12631,12631,34,13.09.2022,research article,Child Development,2016,"2016, 6",140,no,no,no,no,1,NA,no,usa,no,no,87,no
NA,10.1111/cdev.12633,12633,45,13.09.2022,research article,Child Development,2016,"2016, 6",224,no,no,no,no,2,NA,yes,germany,yes,no,115,no
NA,10.1111/cdev.12630,12630,12,13.09.2022,research article,Child Development,2016,"2016, 6",195,no,no,no,no,10,NA,no,usa,yes,no,90,yes
NA,10.1111/cdev.12629,12629,39,13.09.2022,research article,Child Development,2016,"2016, 6",248,no,no,no,no,"4,5,6,7,8,9",NA,no,canada,no,no,180,no
NA,10.1037/dev0001124,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",349,yes,no,yes,no,NA,"5.60, 0.33",no,israel,yes,no,136,no
NA,10.1037/dev0001121,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",492,no,no,yes,no,"4, 5",NA,yes,usa,no,no,141,no
NA,10.1037/dev0001118,NA,17,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",302,yes,no,yes,no,"3, 4, 5, 6, 7, 8",NA,no,usa,yes,no,176,no
NA,10.1037/dev0001127,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",191,yes,no,no,no,NA,"4.03, 0.13; 6.96, 0.31; 8.92, 0.30",no,usa,yes,no,920,no
NA,10.1037/dev0001126,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",353,yes,no,no,no,"6, 7, 8, 9, 10",NA,no,usa,yes,no,362,yes
NA,10.1037/dev0001122,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",128,no,no,no,no,"5, 6, 7, 8, 9, 10",NA,no,france,no,no,216,yes
NA,10.1037/dev0001113,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",214,yes,no,no,no,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,yes,no,1124,yes
NA,10.1037/dev0001116,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",283,yes,yes,yes,no,"4, 5, 7, 9",NA,no,usa,yes,no,3562,yes
NA,10.1037/dev0001123,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 12",415,yes,no,yes,no,10,NA,no,usa,yes,no,124,yes
NA,10.1037/dev0001114,NA,10,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",374,yes,no,yes,no,"0, 1, 2, 3",NA,no,colombia,yes,no,1167,no
NA,10.1037/dev0001115,NA,8,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",259,yes,no,yes,no,5,NA,no,usa,yes,no,"1334, 1247",no
NA,10.1037/dev0001107,NA,2,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",337,yes,no,yes,no,"2, 3, 4, 5",NA,no,usa,yes,no,204,no
NA,10.1037/dev0001108,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",196,no,no,no,no,3,NA,no,usa,yes,no,153,no
NA,10.1037/dev0001073,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",638,no,no,no,no,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",NA,no,usa,yes,no,79,no
NA,10.1037/dev0001090,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",348,no,yes,no,no,"9, 10",NA,no,canada,no,no,20,yes
NA,10.1037/dev0001100,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",191,no,no,no,no,"6, 7",NA,no,canada,yes,no,48,no
NA,10.1037/dev0001103,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 11",317,yes,yes,yes,no,"5, 6, 7, 8",NA,no,canada,yes,yes,149,no
NA,10.1037/dev0001094,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",1420,yes,no,yes,yes,0,NA,no,india,yes,yes,"21, 20",no
NA,10.1037/dev0001089,NA,7,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",110,yes,no,no,no,"0, 1, 2, 4",NA,no,usa,yes,no,1292,no
NA,10.1037/dev0001092,NA,6,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",410,yes,no,no,no,"1, 2, 3, 5",NA,no,usa,yes,no,1751,yes
NA,10.1037/dev0001091,NA,10,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",211,no,no,yes,no,"7, 8, 9, 10",NA,no,uk,yes,no,76,no
NA,10.1037/dev0001104,NA,2,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",219,no,yes,yes,no,"4, 6, 8, 10",NA,yes,usa,yes,no,103,no
NA,10.1037/dev0001099,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",416,no,no,no,no,"2, 3, 4, 5",NA,yes,usa,yes,no,221,no
NA,10.1037/dev0001098,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",265,no,no,no,no,3,NA,no,usa,yes,no,192,no
NA,10.1037/dev0001095,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 10",328,yes,no,yes,yes,"6, 7, 8, 9, 10",NA,no,usa,yes,no,784,yes
NA,10.1037/dev0001079,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",187,no,no,yes,no,1,NA,no,germany,no,no,35,no
NA,10.1037/dev0000969,NA,7,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",365,no,no,no,no,"7, 8, 9, 10",NA,yes,usa,no,no,60,yes
NA,10.1037/dev0001041,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",228,yes,no,no,no,"2, 3, 4, 5",NA,no,singapore,no,yes,"40, 40",no
NA,10.1037/dev0001078,NA,0,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",649,no,no,yes,no,"4, 5, 6, 7, 8",NA,yes,usa,yes,no,166,no
NA,10.1037/dev0001043,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",291,yes,no,no,no,"6, 7, 8",NA,no,belgium,yes,no,116,no
NA,10.1037/dev0001064,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",621,no,no,no,no,"6, 7, 8",NA,yes,usa,yes,no,140,no
NA,10.1037/dev0001048,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",818,no,no,yes,no,"3, 4, 5, 6",NA,no,belgium,yes,no,87,no
NA,10.1037/dev0001042,NA,6,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",267,yes,no,no,no,"6, 7, 8, 9, 10",NA,no,australia,yes,no,1884,yes
NA,10.1037/dev0001087,NA,6,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",377,yes,yes,yes,yes,NA,"7.10, 1.16",no,usa,yes,no,1818,no
NA,10.1037/dev0001075,NA,0,09.09.2022,research article,Developmental Psychology,NA,"2020, 9",204,yes,no,yes,yes,"5, 6, 7, 8, 9, 10",NA,no,usa,yes,yes,"290, 680, 430, 400, 15940",yes
NA,10.1037/dev0000914,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 8",261,yes,no,yes,yes,"6, 7, 8, 9, 10",NA,no,israel,yes,no,258,yes
NA,10.1037/dev0000835,NA,8,09.09.2022,research article,Developmental Psychology,NA,"2020, 8",371,yes,no,yes,yes,NA,"4.33, 0.70",no,new zealand,yes,no,41,no
NA,10.1037/dev0000997,NA,13,09.09.2022,research article,Developmental Psychology,NA,"2020, 8",310,no,yes,yes,yes,"9, 10",NA,yes,germany,yes,no,192,yes
NA,10.1037/dev0001023,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 8",240,no,no,no,no,"3, 4, 5",NA,no,usa,yes,no,102,yes
NA,10.1037/dev0001022,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 8",327,yes,no,yes,no,NA,"10.42, 0.55",no,usa,yes,no,500,yes
NA,10.1037/dev0000934,NA,7,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",486,no,yes,yes,no,"0, 1",NA,yes,germany,yes,no,65,no
NA,10.1037/dev0000884,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",265,no,no,no,no,"3, 4",NA,yes,usa,no,no,104,no
NA,10.1037/dev0000955,NA,2,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",354,no,no,yes,no,"3, 4",NA,no,canada,yes,no,93,no
NA,10.1037/dev0000960,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",620,no,no,no,no,"3, 4, 5, 6, 7, 8, 9, 10",NA,yes,usa,yes,no,578,yes
NA,10.1037/dev0000932,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",310,no,no,no,no,"8, 9, 10",NA,no,usa,yes,no,121,yes
NA,10.1037/dev0000963,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",286,no,no,no,no,"4, 6, 8, 10",NA,no,usa,no,no,829,yes
NA,10.1037/dev0000994,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",257,no,yes,no,no,NA,"4.60, 0.44, 5.60, 0.44, 6.60, 0.44",no,usa,yes,no,243,no
NA,10.1037/dev0000965,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",271,no,no,yes,no,"0, 6",NA,no,usa,yes,no,1364,yes
NA,10.1037/dev0000935,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 7",548,no,no,no,no,"6, 7, 8, 9, 10",NA,no,canada,yes,no,744,yes
NA,10.1037/dev0000923,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",184,no,no,no,no,not provided,NA,no,usa,no,no,1206,no
NA,10.1037/dev0000925,NA,0,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",463,no,no,yes,no,"4, 5",NA,yes,canada,no,no,229,no
NA,10.1037/dev0000933,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",432,yes,no,yes,no,"3, 5",NA,yes,china,yes,no,276,no
NA,10.1037/dev0000924,NA,7,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",386,no,no,yes,no,"6, 7, 8, 9",NA,no,usa,yes,no,135,no
NA,10.1037/dev0000920,NA,8,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",472,yes,no,no,no,"4, 5, 6",NA,no,usa,yes,no,372,no
NA,10.1037/dev0000926,NA,13,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",170,no,no,no,no,"3, 4",NA,no,usa,no,no,100,no
NA,10.1037/dev0000922,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",671,no,yes,yes,no,"3, 4, 5, 6",NA,yes,israel,yes,no,388,no
NA,10.1037/dev0000936,NA,1,09.09.2022,research article,Developmental Psychology,NA,"2020, 6",203,no,no,no,no,"5, 7",NA,no,germany,yes,no,128,no
NA,10.1037/dev0000917,NA,16,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",217,no,no,no,yes,0,NA,no,canada,yes,no,136,no
NA,10.1037/dev0000921,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",438,no,no,no,no,"0, 1, 4",NA,no,usa,yes,no,149,no
NA,10.1037/dev0000918,NA,2,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",318,no,no,yes,no,"4, 5",NA,yes,canada,yes,no,194,no
NA,10.1037/dev0000905,NA,13,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",1127,yes,no,yes,no,"3, 4",NA,no,"china,singapore",yes,yes,"80, 80",no
NA,10.1037/dev0000915,NA,8,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",253,no,no,no,no,"7, 8, 9, 10",NA,yes,uk,yes,no,92,yes
NA,10.1037/dev0000902,NA,25,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",243,no,no,no,no,NA,"6.13, 0.37",no,usa,yes,no,9612,no
NA,10.1037/dev0000910,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",320,yes,yes,yes,no,"7, 8, 9, 10",NA,no,germany,yes,yes,"191, 281",no
NA,10.1037/dev0000909,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 5",186,no,no,no,no,"4, 5",NA,no,usa,no,no,243,no
NA,10.1037/dev0000892,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",694,no,yes,yes,yes,1,NA,yes,usa,no,no,136,no
NA,10.1037/dev0000899,NA,15,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",378,yes,no,no,no,3,NA,no,usa,yes,no,187,no
NA,10.1037/dev0000900,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",262,no,no,no,no,"1, 2, 5",NA,no,usa,yes,no,90,no
NA,10.1037/dev0000891,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",507,yes,no,no,no,NA,"4.66, 0.29",no,usa,no,no,307,no
NA,10.1037/dev0000896,NA,21,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",832,no,no,no,no,"2, 3, 4",NA,no,usa,yes,no,230,no
NA,10.1037/dev0000889,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",864,no,yes,no,no,"4, 5, 6, 7, 8, 9, 10",NA,yes,uk,no,no,813,no
NA,10.1037/dev0000885,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",735,no,yes,no,no,"2, 3, 4, 5, 6, 7",NA,yes,usa,yes,no,606,no
NA,10.1037/dev0000888,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",507,no,no,yes,no,"6, 7, 8, 9",NA,yes,usa,yes,no,692,no
NA,10.1037/dev0000894,NA,20,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",566,no,no,no,no,"2, 4, 5, 7, 10",NA,no,usa,no,no,270,yes
NA,10.1037/dev0000898,NA,24,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",644,yes,no,no,no,NA,"10.62, 0.47",yes,germany,yes,no,3585,yes
NA,10.1037/dev0000895,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 4",411,no,no,no,no,NA,"2.3, 0.24; 3.3, 0.25; 6.7, 0.27; 8.4, 0.29",no,sweden,yes,no,139,yes
NA,10.1037/dev0000860,NA,16,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",286,no,no,yes,no,"3, 4, 5",NA,no,usa,yes,no,306,no
NA,10.1037/dev0000862,NA,18,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",181,no,yes,no,no,"2, 3, 4, 5, 10",NA,no,usa,yes,no,102,yes
NA,10.1037/dev0000874,NA,15,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",645,no,no,yes,no,"3, 4, 5, 6",NA,no,usa,yes,no,186,no
NA,10.1037/dev0000806,NA,6,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",499,yes,no,yes,no,"5, 6, 7, 8, 9, 10",NA,no,usa,yes,no,207,yes
NA,10.1037/dev0000793,NA,13,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",206,no,yes,yes,no,"1, 2, 3, 4, 5, 6, 9, 10",NA,no,usa,no,no,227,yes
NA,10.1037/dev0000852,NA,7,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",240,no,no,no,no,2,NA,no,usa,no,no,128,yes
NA,10.1037/dev0000794,NA,11,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",360,yes,no,no,no,NA,"5.62, 0.37",no,usa,no,no,207,no
NA,10.1037/dev0000815,NA,29,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",609,no,no,yes,no,"5, 10",NA,no,usa,no,no,404,yes
NA,10.1037/dev0000808,NA,31,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",439,no,no,yes,no,"3, 5",NA,no,usa,yes,no,235,no
NA,10.1037/dev0000782,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",482,no,no,no,no,"3, 4, 5, 6, 7",NA,no,usa,yes,no,238,no
NA,10.1037/dev0000875,NA,12,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",265,no,no,no,yes,10,NA,no,australia,yes,no,56,yes
NA,10.1037/dev0000800,NA,13,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",885,no,no,no,no,NA,"9.32, 1.50",no,usa,no,no,50,no
NA,10.1037/dev0000837,NA,8,09.09.2022,research article,Developmental Psychology,NA,"2020, 3",253,yes,no,yes,no,"4, 5, 6, 7, 8, 9, 10",NA,no,usa,no,no,235,yes
NA,10.1037/dev0000859,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",503,yes,no,yes,no,"0, 1, 2, 3, 4, 5",NA,no,usa,yes,no,204,no
NA,10.1037/dev0000867,NA,10,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",375,no,no,no,no,"0, 1",NA,no,usa,no,no,30,no
NA,10.1037/dev0000879,NA,9,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",181,yes,no,no,no,"6, 10",NA,no,netherlands,yes,no,193,no
NA,10.1037/dev0000865,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",540,no,no,no,no,5,NA,no,poland,yes,no,61,no
NA,10.1037/dev0000871,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",373,no,no,no,no,"2, 3",NA,no,switzerland,yes,no,44,no
NA,10.1037/dev0000872,NA,3,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",417,no,no,no,no,"3, 4, 5",NA,yes,usa,yes,no,136,no
NA,10.1037/dev0000869,NA,5,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",383,no,no,no,no,"3, 4, 5",NA,yes,usa,yes,no,90,no
NA,10.1037/dev0000857,NA,2,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",229,no,yes,yes,no,"4, 5",NA,no,canada,yes,no,250,no
NA,10.1037/dev0000873,NA,4,09.09.2022,research article,Developmental Psychology,NA,"2020, 2",331,yes,no,yes,no,"3, 4, 5",NA,yes,germany,yes,no,216,no
